Lifter Name;Age;Weight Class;Lift Type;Amount Lifted (kg)
Laura Taylor;53;Open;Squat;258
Sarah Thomas;23;93 kg;Squat;226
Emily Davis;38;52 kg;Squat;222
Emily Davis;18;Open;Squat;344
Emily Davis;27;52 kg;Squat;354
Emily Davis;24;52 kg;Squat;266
Jane Smith;47;120 kg;Squat;113
Michael Johnson;37;120 kg;Squat;202
Matthew Anderson;40;105 kg;Squat;367
Matthew Anderson;21;52 kg;Squat;220
Jane Smith;26;93 kg;Squat;206
Matthew Anderson;36;120 kg;Squat;215
Jessica Wilson;40;52 kg;Squat;244
Laura Taylor;57;59 kg;Squat;370
Daniel Lee;52;93 kg;Squat;192
Emily Davis;31;120 kg;Squat;226
Laura Taylor;51;66 kg;Squat;260
Sarah Thomas;31;74 kg;Squat;372
Sarah Thomas;39;66 kg;Squat;296
Emily Davis;63;74 kg;Squat;210
Matthew Anderson;39;52 kg;Squat;177
Sarah Thomas;56;74 kg;Squat;372
John Doe;36;120 kg;Squat;318
Laura Taylor;53;105 kg;Squat;115
Daniel Lee;55;105 kg;Squat;177
Emily Davis;48;83 kg;Squat;158
Jane Smith;63;93 kg;Squat;334
John Doe;20;Open;Squat;157
Sarah Thomas;53;59 kg;Squat;170
Chris Brown;62;59 kg;Squat;196
John Doe;18;52 kg;Squat;123
Michael Johnson;51;105 kg;Squat;162
John Doe;53;105 kg;Squat;276
Jessica Wilson;42;52 kg;Squat;270
Jane Smith;32;105 kg;Squat;106
Sarah Thomas;33;74 kg;Squat;385
Emily Davis;29;120 kg;Squat;234
Sarah Thomas;42;74 kg;Squat;314
Chris Brown;30;93 kg;Squat;278
Jane Smith;63;120 kg;Squat;308
John Doe;36;120 kg;Squat;173
Daniel Lee;26;66 kg;Squat;321
John Doe;26;Open;Squat;171
John Doe;27;105 kg;Squat;119
Laura Taylor;24;Open;Squat;217
Matthew Anderson;55;93 kg;Squat;145
Jane Smith;21;74 kg;Squat;230
Chris Brown;31;120 kg;Squat;358
Laura Taylor;59;74 kg;Squat;152
Jessica Wilson;46;Open;Squat;304
Laura Taylor;27;93 kg;Squat;293
Emily Davis;50;66 kg;Squat;156
Sarah Thomas;54;93 kg;Squat;329
Chris Brown;62;Open;Squat;321
Emily Davis;50;59 kg;Squat;239
John Doe;55;Open;Squat;151
Matthew Anderson;47;74 kg;Squat;139
Laura Taylor;51;52 kg;Squat;364
Matthew Anderson;28;52 kg;Squat;350
Emily Davis;21;74 kg;Squat;296
Michael Johnson;39;52 kg;Squat;346
Jessica Wilson;60;Open;Squat;102
Jessica Wilson;45;83 kg;Squat;139
Laura Taylor;18;93 kg;Squat;316
Matthew Anderson;62;120 kg;Squat;298
Michael Johnson;35;Open;Squat;332
Daniel Lee;50;59 kg;Squat;237
Jessica Wilson;50;52 kg;Squat;143
Michael Johnson;49;59 kg;Squat;375
Emily Davis;21;59 kg;Squat;377
Jessica Wilson;48;93 kg;Squat;394
Jane Smith;22;Open;Squat;308
Daniel Lee;62;83 kg;Squat;266
Jessica Wilson;53;66 kg;Squat;335
Matthew Anderson;41;66 kg;Squat;332
Daniel Lee;44;74 kg;Squat;360
Daniel Lee;30;66 kg;Squat;311
Matthew Anderson;20;52 kg;Squat;136
Jessica Wilson;36;59 kg;Squat;308
Jane Smith;28;52 kg;Squat;121
Matthew Anderson;62;83 kg;Squat;340
Emily Davis;27;52 kg;Squat;314
Sarah Thomas;56;Open;Squat;334
Chris Brown;30;Open;Squat;142
Jessica Wilson;18;83 kg;Squat;357
Emily Davis;60;52 kg;Squat;237
Laura Taylor;46;74 kg;Squat;351
Daniel Lee;60;Open;Squat;393
John Doe;38;Open;Squat;161
Daniel Lee;20;93 kg;Squat;175
Chris Brown;42;52 kg;Squat;309
Chris Brown;33;83 kg;Squat;310
Emily Davis;40;59 kg;Squat;116
Sarah Thomas;47;Open;Squat;239
Michael Johnson;30;120 kg;Squat;142
Emily Davis;29;59 kg;Squat;224
John Doe;48;59 kg;Squat;224
Laura Taylor;29;59 kg;Squat;223
Laura Taylor;52;66 kg;Squat;155
Jane Smith;45;66 kg;Squat;289
Jane Smith;24;Open;Squat;243
Matthew Anderson;29;93 kg;Squat;193
John Doe;64;52 kg;Squat;193
Michael Johnson;37;52 kg;Squat;161
Chris Brown;25;59 kg;Squat;347
Michael Johnson;28;83 kg;Squat;299
Sarah Thomas;47;120 kg;Squat;122
Matthew Anderson;49;66 kg;Squat;227
Daniel Lee;54;59 kg;Squat;318
Matthew Anderson;54;66 kg;Squat;236
Emily Davis;39;83 kg;Squat;277
Jane Smith;51;83 kg;Squat;186
Sarah Thomas;58;66 kg;Squat;310
John Doe;19;59 kg;Squat;228
Matthew Anderson;64;93 kg;Squat;287
Jane Smith;49;74 kg;Squat;109
Jane Smith;30;Open;Squat;311
Sarah Thomas;18;120 kg;Squat;188
Matthew Anderson;46;Open;Squat;209
Laura Taylor;50;83 kg;Squat;294
Sarah Thomas;38;59 kg;Squat;307
Emily Davis;52;74 kg;Squat;341
Michael Johnson;50;66 kg;Squat;205
Daniel Lee;56;93 kg;Squat;314
Matthew Anderson;64;93 kg;Squat;132
Jessica Wilson;25;120 kg;Squat;305
Sarah Thomas;63;66 kg;Squat;110
Chris Brown;48;59 kg;Squat;229
Daniel Lee;20;59 kg;Squat;313
Chris Brown;47;Open;Squat;371
Laura Taylor;57;Open;Squat;124
Daniel Lee;53;59 kg;Squat;291
Laura Taylor;18;105 kg;Squat;133
Emily Davis;24;120 kg;Squat;153
Michael Johnson;47;Open;Squat;151
Sarah Thomas;19;52 kg;Squat;319
Matthew Anderson;44;52 kg;Squat;157
John Doe;23;59 kg;Squat;276
Sarah Thomas;34;93 kg;Squat;276
Jessica Wilson;44;83 kg;Squat;271
Emily Davis;42;93 kg;Squat;272
John Doe;26;83 kg;Squat;366
John Doe;47;83 kg;Squat;145
Matthew Anderson;20;105 kg;Squat;230
Jane Smith;40;83 kg;Squat;148
Matthew Anderson;56;120 kg;Squat;119
Jane Smith;22;105 kg;Squat;187
Chris Brown;57;52 kg;Squat;233
Chris Brown;37;66 kg;Squat;290
Sarah Thomas;45;105 kg;Squat;384
Michael Johnson;52;59 kg;Squat;158
Jessica Wilson;22;83 kg;Squat;175
Jane Smith;52;105 kg;Squat;383
Chris Brown;35;93 kg;Squat;171
Sarah Thomas;33;Open;Squat;393
John Doe;26;59 kg;Squat;101
Michael Johnson;28;Open;Squat;231
Michael Johnson;21;Open;Squat;116
Chris Brown;40;Open;Squat;170
Jane Smith;44;105 kg;Squat;386
Michael Johnson;64;52 kg;Squat;290
Emily Davis;27;66 kg;Squat;153
Michael Johnson;62;83 kg;Squat;110
Jane Smith;27;120 kg;Squat;386
Chris Brown;53;105 kg;Squat;216
Daniel Lee;19;74 kg;Squat;304
Jane Smith;18;52 kg;Squat;233
Michael Johnson;57;93 kg;Squat;399
Jessica Wilson;35;105 kg;Squat;274
Sarah Thomas;30;Open;Squat;164
Sarah Thomas;54;52 kg;Squat;189
Daniel Lee;21;52 kg;Squat;233
Jessica Wilson;64;120 kg;Squat;330
John Doe;36;74 kg;Squat;355
Jane Smith;28;93 kg;Squat;399
Laura Taylor;51;83 kg;Squat;337
Michael Johnson;35;59 kg;Squat;282
Chris Brown;56;93 kg;Squat;355
Jessica Wilson;43;52 kg;Squat;335
Michael Johnson;24;52 kg;Squat;317
Daniel Lee;28;52 kg;Squat;189
Jessica Wilson;63;93 kg;Squat;290
Jessica Wilson;38;120 kg;Squat;158
Emily Davis;33;Open;Squat;146
Emily Davis;53;52 kg;Squat;305
Sarah Thomas;64;120 kg;Squat;283
Sarah Thomas;27;66 kg;Squat;387
Emily Davis;54;105 kg;Squat;221
Chris Brown;46;105 kg;Squat;300
Laura Taylor;57;83 kg;Squat;152
Jane Smith;38;74 kg;Squat;167
Daniel Lee;61;52 kg;Squat;238
Chris Brown;50;83 kg;Squat;132
Emily Davis;46;83 kg;Squat;336
Chris Brown;20;105 kg;Squat;166
Chris Brown;38;120 kg;Squat;222
Chris Brown;25;105 kg;Squat;357
Matthew Anderson;39;52 kg;Squat;367
Sarah Thomas;37;93 kg;Squat;380
Sarah Thomas;37;Open;Squat;296
Matthew Anderson;62;52 kg;Squat;120
John Doe;40;120 kg;Squat;367
John Doe;45;93 kg;Squat;193
Michael Johnson;47;66 kg;Squat;103
Daniel Lee;42;105 kg;Squat;345
Emily Davis;43;83 kg;Squat;208
Chris Brown;55;74 kg;Squat;225
Sarah Thomas;32;120 kg;Squat;347
Sarah Thomas;25;93 kg;Squat;296
Daniel Lee;45;83 kg;Squat;106
Daniel Lee;44;74 kg;Squat;396
Michael Johnson;27;105 kg;Squat;127
Matthew Anderson;38;120 kg;Squat;364
Jane Smith;24;105 kg;Squat;318
Michael Johnson;46;83 kg;Squat;315
Laura Taylor;63;Open;Squat;121
Daniel Lee;20;52 kg;Squat;304
Sarah Thomas;18;105 kg;Squat;351
Sarah Thomas;41;66 kg;Squat;283
Emily Davis;23;83 kg;Squat;187
Daniel Lee;35;83 kg;Squat;345
Michael Johnson;36;93 kg;Squat;214
Daniel Lee;21;105 kg;Squat;164
Jane Smith;53;52 kg;Squat;155
Emily Davis;26;52 kg;Squat;212
Sarah Thomas;47;105 kg;Squat;278
Jessica Wilson;34;59 kg;Squat;141
Sarah Thomas;53;66 kg;Squat;208
Jessica Wilson;45;66 kg;Squat;142
Matthew Anderson;50;66 kg;Squat;177
Chris Brown;20;74 kg;Squat;196
Jessica Wilson;29;66 kg;Squat;276
John Doe;36;59 kg;Squat;129
Jane Smith;42;120 kg;Squat;169
Chris Brown;19;59 kg;Squat;368
Jessica Wilson;47;59 kg;Squat;291
Sarah Thomas;62;105 kg;Squat;359
Jane Smith;23;93 kg;Squat;337
Matthew Anderson;39;Open;Squat;382
Daniel Lee;52;93 kg;Squat;319
Emily Davis;51;59 kg;Squat;250
Michael Johnson;22;Open;Squat;277
Jane Smith;22;105 kg;Squat;284
Michael Johnson;20;Open;Squat;207
Michael Johnson;53;83 kg;Squat;159
Sarah Thomas;47;93 kg;Squat;336
Jane Smith;52;74 kg;Squat;347
Jane Smith;51;120 kg;Squat;276
John Doe;40;105 kg;Squat;211
Matthew Anderson;38;93 kg;Squat;364
Jessica Wilson;41;83 kg;Squat;326
Sarah Thomas;20;93 kg;Squat;197
Laura Taylor;47;52 kg;Squat;166
Daniel Lee;64;52 kg;Squat;192
Michael Johnson;26;105 kg;Squat;309
Laura Taylor;57;59 kg;Squat;300
Matthew Anderson;19;59 kg;Squat;208
John Doe;44;93 kg;Squat;262
Emily Davis;48;74 kg;Squat;110
John Doe;39;Open;Squat;323
Chris Brown;18;66 kg;Squat;379
Jessica Wilson;58;66 kg;Squat;392
Laura Taylor;36;93 kg;Squat;389
Matthew Anderson;43;59 kg;Squat;151
Michael Johnson;40;93 kg;Squat;306
Matthew Anderson;24;120 kg;Squat;113
Jessica Wilson;50;120 kg;Squat;129
Emily Davis;57;66 kg;Squat;274
Matthew Anderson;41;83 kg;Squat;273
Michael Johnson;19;59 kg;Squat;276
Laura Taylor;21;120 kg;Squat;292
Daniel Lee;43;120 kg;Squat;166
Michael Johnson;21;Open;Squat;387
Daniel Lee;52;Open;Squat;389
Matthew Anderson;45;Open;Squat;184
Chris Brown;19;66 kg;Squat;301
Emily Davis;56;59 kg;Squat;285
Michael Johnson;47;Open;Squat;298
Laura Taylor;24;120 kg;Squat;219
Emily Davis;64;93 kg;Squat;235
Chris Brown;24;120 kg;Squat;171
Jessica Wilson;35;Open;Squat;235
Michael Johnson;19;83 kg;Squat;292
Chris Brown;58;Open;Squat;247
Chris Brown;26;52 kg;Squat;267
Emily Davis;50;52 kg;Squat;346
Laura Taylor;40;105 kg;Squat;326
John Doe;26;83 kg;Squat;163
John Doe;18;66 kg;Squat;161
Sarah Thomas;58;Open;Squat;282
Laura Taylor;32;105 kg;Squat;182
Sarah Thomas;24;83 kg;Squat;133
Chris Brown;21;66 kg;Squat;220
Jessica Wilson;21;120 kg;Squat;321
Jessica Wilson;50;105 kg;Squat;156
Chris Brown;56;74 kg;Squat;135
Michael Johnson;23;105 kg;Squat;358
Chris Brown;35;74 kg;Squat;158
Laura Taylor;27;74 kg;Squat;372
Daniel Lee;42;Open;Squat;367
Chris Brown;22;Open;Squat;321
John Doe;57;120 kg;Squat;188
Daniel Lee;19;66 kg;Squat;256
Emily Davis;39;Open;Squat;368
Jessica Wilson;38;Open;Squat;159
Jane Smith;30;83 kg;Squat;172
Jane Smith;51;Open;Squat;378
Sarah Thomas;50;120 kg;Squat;328
John Doe;27;93 kg;Squat;181
Emily Davis;31;74 kg;Squat;232
John Doe;30;83 kg;Squat;355
Matthew Anderson;63;105 kg;Squat;102
Michael Johnson;31;93 kg;Squat;197
Jane Smith;41;59 kg;Squat;309
Michael Johnson;57;52 kg;Squat;212
Jane Smith;27;66 kg;Squat;135
Emily Davis;55;Open;Squat;289
Emily Davis;40;83 kg;Squat;363
Chris Brown;40;Open;Squat;229
Chris Brown;59;Open;Squat;100
Sarah Thomas;61;66 kg;Squat;111
Matthew Anderson;19;66 kg;Squat;151
Emily Davis;63;83 kg;Squat;197
Emily Davis;39;59 kg;Squat;320
Laura Taylor;23;Open;Squat;152
Emily Davis;58;120 kg;Squat;296
Daniel Lee;56;66 kg;Squat;344
Michael Johnson;33;105 kg;Squat;355
John Doe;46;83 kg;Squat;153
Michael Johnson;38;Open;Squat;204
John Doe;24;66 kg;Squat;250
Daniel Lee;31;93 kg;Squat;154
Daniel Lee;51;74 kg;Squat;143
Daniel Lee;35;120 kg;Squat;286
Michael Johnson;43;Open;Squat;206
Michael Johnson;40;59 kg;Squat;165
Jane Smith;37;93 kg;Squat;257
Jessica Wilson;64;93 kg;Squat;335
Sarah Thomas;47;66 kg;Squat;197
Sarah Thomas;48;59 kg;Squat;103
John Doe;62;83 kg;Squat;151
Emily Davis;37;93 kg;Squat;169
Jane Smith;35;Open;Squat;316
Emily Davis;35;74 kg;Squat;174
Chris Brown;52;59 kg;Squat;327
John Doe;53;105 kg;Squat;338
Sarah Thomas;38;74 kg;Squat;182
Emily Davis;47;83 kg;Squat;115
John Doe;62;66 kg;Squat;112
Jessica Wilson;35;120 kg;Squat;145
Michael Johnson;34;120 kg;Squat;278
Jane Smith;32;74 kg;Squat;260
Michael Johnson;26;120 kg;Squat;150
Daniel Lee;51;74 kg;Squat;223
Sarah Thomas;47;93 kg;Squat;130
Emily Davis;55;66 kg;Squat;387
Michael Johnson;60;59 kg;Squat;165
Chris Brown;28;120 kg;Squat;173
Matthew Anderson;50;Open;Squat;199
Jessica Wilson;46;74 kg;Squat;138
Emily Davis;32;66 kg;Squat;109
Jessica Wilson;31;59 kg;Squat;235
Emily Davis;36;74 kg;Squat;381
Laura Taylor;37;93 kg;Squat;356
Jane Smith;39;93 kg;Squat;302
Matthew Anderson;37;120 kg;Squat;216
Matthew Anderson;59;120 kg;Squat;278
Laura Taylor;32;93 kg;Squat;149
Emily Davis;53;74 kg;Squat;399
Sarah Thomas;35;66 kg;Squat;127
Daniel Lee;60;83 kg;Squat;347
Emily Davis;35;120 kg;Squat;215
Daniel Lee;40;120 kg;Squat;376
Jessica Wilson;35;74 kg;Squat;331
Laura Taylor;49;93 kg;Squat;194
Emily Davis;63;93 kg;Squat;392
Matthew Anderson;62;120 kg;Squat;123
Jane Smith;49;74 kg;Squat;143
Laura Taylor;64;59 kg;Squat;120
John Doe;31;105 kg;Squat;363
Jessica Wilson;31;59 kg;Squat;343
Jessica Wilson;31;Open;Squat;227
Matthew Anderson;26;83 kg;Squat;292
Sarah Thomas;24;105 kg;Squat;395
Emily Davis;61;83 kg;Squat;164
Matthew Anderson;46;66 kg;Squat;285
Matthew Anderson;47;83 kg;Squat;174
Jessica Wilson;44;Open;Squat;107
Matthew Anderson;33;52 kg;Squat;175
Emily Davis;40;83 kg;Squat;399
Sarah Thomas;56;52 kg;Squat;172
Matthew Anderson;37;83 kg;Squat;282
Jane Smith;25;93 kg;Squat;141
Jane Smith;35;105 kg;Squat;283
John Doe;58;Open;Squat;389
Jessica Wilson;29;105 kg;Squat;174
John Doe;31;83 kg;Squat;252
Daniel Lee;38;Open;Squat;280
Daniel Lee;32;120 kg;Squat;358
Chris Brown;53;59 kg;Squat;290
John Doe;21;66 kg;Squat;257
John Doe;28;83 kg;Squat;386
Daniel Lee;59;66 kg;Squat;305
Chris Brown;64;52 kg;Squat;241
Emily Davis;60;105 kg;Squat;161
Michael Johnson;35;52 kg;Squat;119
Jane Smith;32;83 kg;Squat;100
Michael Johnson;42;120 kg;Squat;193
Laura Taylor;48;74 kg;Squat;237
Matthew Anderson;28;Open;Squat;239
Daniel Lee;50;Open;Squat;367
Chris Brown;61;120 kg;Squat;218
Daniel Lee;59;93 kg;Squat;143
Michael Johnson;41;105 kg;Squat;122
Laura Taylor;27;Open;Squat;303
Matthew Anderson;51;120 kg;Squat;283
Chris Brown;59;93 kg;Squat;294
Laura Taylor;34;93 kg;Squat;372
Jessica Wilson;26;59 kg;Squat;299
Jane Smith;47;66 kg;Squat;354
Chris Brown;62;120 kg;Squat;343
Michael Johnson;55;105 kg;Squat;130
Matthew Anderson;29;93 kg;Squat;213
Sarah Thomas;20;74 kg;Squat;171
Michael Johnson;19;93 kg;Squat;320
Daniel Lee;53;105 kg;Squat;341
Sarah Thomas;40;83 kg;Squat;360
Daniel Lee;43;59 kg;Squat;297
John Doe;54;120 kg;Squat;340
Daniel Lee;48;74 kg;Squat;350
Chris Brown;46;74 kg;Squat;217
Jessica Wilson;19;59 kg;Squat;334
Emily Davis;62;105 kg;Squat;118
Emily Davis;42;74 kg;Squat;305
Matthew Anderson;26;52 kg;Squat;123
Laura Taylor;50;83 kg;Squat;107
Emily Davis;21;120 kg;Squat;262
Emily Davis;38;52 kg;Squat;360
Emily Davis;39;59 kg;Squat;120
Laura Taylor;45;59 kg;Squat;278
Chris Brown;51;105 kg;Squat;330
Chris Brown;26;93 kg;Squat;391
Jane Smith;61;74 kg;Squat;149
Chris Brown;48;74 kg;Squat;190
Michael Johnson;64;59 kg;Squat;165
Michael Johnson;49;93 kg;Squat;330
Sarah Thomas;41;52 kg;Squat;217
John Doe;61;66 kg;Squat;312
Jane Smith;39;59 kg;Squat;366
Chris Brown;54;59 kg;Squat;202
Matthew Anderson;35;Open;Squat;360
Laura Taylor;19;59 kg;Squat;135
Jessica Wilson;52;74 kg;Squat;179
Jane Smith;51;66 kg;Squat;269
Michael Johnson;60;105 kg;Squat;181
Sarah Thomas;24;Open;Squat;121
Daniel Lee;59;Open;Squat;277
Jane Smith;26;105 kg;Squat;202
Jessica Wilson;35;Open;Squat;119
Matthew Anderson;56;59 kg;Squat;248
Jane Smith;47;Open;Squat;241
Jane Smith;25;93 kg;Squat;191
Jane Smith;45;105 kg;Squat;391
Jane Smith;37;Open;Squat;170
Sarah Thomas;20;Open;Squat;214
Jessica Wilson;45;Open;Squat;147
John Doe;48;93 kg;Squat;250
Laura Taylor;37;105 kg;Squat;231
Daniel Lee;26;52 kg;Squat;250
Jane Smith;20;83 kg;Squat;284
Laura Taylor;42;66 kg;Squat;187
Sarah Thomas;62;Open;Squat;148
